Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
KAF TELECOM LTD,2430/2440 The Quadrant Aztec West ,BS32 4AQ,Almondsbury ,Gloucestershire England,NA,NA,NA,,NA,NA,"Telecommunication Services, Wireless Telecommunications",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falmondsbury.cylex-uk.co.uk%2Fcompany%2Fkaf-telecom-ltd-24615915.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Crowthorne Associates Limited,Great Park Road,BS32 4QL,Bristol ,City Of Bristol England,020 7870 7000,0870 300 7000,0845 634 7000,crowthorne.com,NA,NA,Telecommunication Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbristol.cylex-uk.co.uk%2Fcompany%2Fcrowthorne-associates-limited-20290074.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Calcom Holdings Ltd,THE GRANARY HORTHAM FARM HORTHAM LANE ,BS32 4JW,Almondsbury ,Gloucestershire England,01454 610 050,01275 341 740,NA,,NA,NA,"Telecommunication Services, Wireless Telecommunications, Telecommunications",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falmondsbury.cylex-uk.co.uk%2Fcompany%2Fcalcom-holdings-ltd-19816104.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Projex Cellular Infrastructure UK Limited,2430/2440 AZTEC WEST ,BS32 4AQ,Almondsbury ,Gloucestershire England,0117 223 2341,NA,NA,www.projexci.com,NA,NA,"Telecommunication Services, Wireless Telecommunications",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falmondsbury.cylex-uk.co.uk%2Fcompany%2Fprojex-cellular-infrastructure-uk-limited-22772821.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
D2 Men & Women,2 BRIDGEGATE ,KA12 8BQ,Irvine ,North Ayrshire Scotland,01294 275174,NA,NA,,"Fashion Shop, Clothes, Women's Clothing, Fashion Industry, Fashion Boutique, Clothes Shopping, Fashionable Clothing, Ladies Clothing, Fashion Clothing, Women's Clothes, Clothing Shops, Men's Clothes, Skinny Jeans, Loose Jeans, Girls Jeans, Bootcut Jeans, Slim Jeans, Men's Jeans, Fashion Retailers, Women's Jeans, Vogue, Boys' Jeans, Shops, Retail, Fashion, Stores, Cheap, Online, Trends, Instyle",NA,"Fashion Shop, Clothes, Women's Clothing, Fashion Industry, Fashion Boutique, Clothes Shopping, Fashionable Clothing, Ladies Clothing, Fashion Clothing, Women's Clothes, Clothing Shops, Men's Clothes, Skinny Jeans, Loose Jeans, Girls Jeans, Bootcut Jeans, Slim Jeans, Men's Jeans, Fashion Retailers, Women's Jeans, Vogue, Boys' Jeans, Shops, Retail, Fashion, Stores, Cheap, Online, Trends, Instyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Firvine.cylex-uk.co.uk%2Fcompany%2Fd2-men---women-17122507.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
The Salvation Army Ayr,59 John Street ,KA8 0BS,Ayr ,South Ayrshire Scotland,01292 269286,NA,NA,www.salvationarmy.org.uk,NA,NA,Charity Organisations,NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,10:45 - 12:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fthe-salvation-army-ayr-17138272.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
VASA,60 Kyle St ,KA7 1RZ,Ayr ,South Ayrshire Scotland,01292 262226,NA,NA,,NA,NA,"Volunteering, Volunteer, Social Enterprise, Befriending, footcAyr, information and advice hub for community organisations",NA,NA,09:00 - 16:00,09:00 - 16:00,Closed,Closed,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fvasa-20052421.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Carpetright,"Queen's Drive Retail Park, ",KA1 3XF,Kilmarnock ,East Ayrshire Scotland,01563 599039,NA,NA,https://stores.carpetright.co.uk/kilmarnock,NA,NA,"Carpet Stores, Rug Shops, Mattress Shops",NA,"Carpet Stores, Rug Shops, Mattress Shops",09:30 - 20:00,09:30 - 18:00,09:00 - 18:00,10:00 - 17:00,09:30 - 18:00,09:30 - 20:00,09:30 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fkilmarnock.cylex-uk.co.uk%2Fcompany%2Fcarpetright-26930664.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
PC & Home Electronic Repairs,43 Ashgrove Street ,KA7 3BG,Ayr ,South Ayrshire Scotland,01292 268931,07892 941088,NA,,"Virus Removal, Electronics, Computers, Laptops, Samsung, Monitors, Plasma, Screens, Sky, LCD, Upgrade, Ayr, Hi-Fi, Repaired, Soldering, Screen Replacement, Ayrshire, Troon, Debug, Prestwick, Dc Jack, Faulty, Power Socket, PC & Home Electronic Repairs","Virus Removal, Electronics, Computers, Laptops, Samsung, Monitors, Plasma, Screens, Sky, LCD, Upgrade, Ayr, Hi-Fi, Repaired, Soldering, Screen Replacement, Ayrshire, Troon, Debug, Prestwick, Dc Jack, Faulty, Power Socket, PC & Home Electronic Repairs","Virus Removal, Electronics, Computers, Laptops, Samsung, Monitors, Plasma, Screens, Sky, LCD, Upgrade, Ayr, Hi-Fi, Repaired, Soldering, Screen Replacement, Ayrshire, Troon, Debug, Prestwick, Dc Jack, Faulty, Power Socket, PC & Home Electronic Repairs",NA,NA,08:00 - 18:00,08:00 - 18:00,Closed,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fpc---home-electronic-repairs-19348235.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Heathfield Stores,67 HEATHFIELD ROAD ,KA8 9DU,Ayr ,South Ayrshire Scotland,0129 228 2364,NA,NA,www.heathfield.sayr.sch.uk,NA,NA,"Village Shop, General Store, High Street Shopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fheathfield-stores-18687443.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Gilfoot Stores,125-126 GILFOOT ,KA16 9HX,Newmilns ,East Ayrshire Scotland,0156 032 2822,NA,NA,,NA,NA,Village Shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fnewmilns.cylex-uk.co.uk%2Fcompany%2Fgilfoot-stores-18622995.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Bill & Davina Kerr,9 WEST MAIN STREET ,KA17 0DX,Darvel ,East Ayrshire Scotland,0156 032 0456,NA,NA,,NA,NA,"General Store, Retailers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fdarvel.cylex-uk.co.uk%2Fcompany%2Fbill---davina-kerr-18657747.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
County Vets,69 Heathfield Road ,KA8 9DU,Ayr ,South Ayrshire Scotland,01292 880110,NA,NA,www.county-vets.co.uk,NA,NA,NA,NA,NA,09:30 - 18:30,09:30 - 18:30,09:00 - 13:00,Closed,09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcounty-vets-26403197.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Pound King,145 MAIN STREET ,KA13 6EQ,Kilwinning ,North Ayrshire Scotland,0129 455 7816,NA,NA,,NA,NA,"Village Shop, General Store, High Street Shopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fkilwinning.cylex-uk.co.uk%2Fcompany%2Fpound-king-18635779.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Globe-Sec Consultancy,138 Riverside Pl ,KA8 0EB,Ayr ,South Ayrshire Scotland,07943 222066,NA,NA,www.globesecconsultancy.com,NA,"Detective Agency, Private Investigator, Insurance Investigation, Witness Statement, Fraud Investigations","Detective Agency, Private Investigator, Insurance Investigation, Witness Statement, Fraud Investigations",NA,NA,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fglobe-sec-consultancy-23916388.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
M&M Ritchie Ltd,9 Vennel Street ,KA3 5HL,Stewarton ,East Ayrshire Scotland,NA,NA,NA,,NA,NA,"Television Programme Production, Video and Television Production, Business Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fstewarton-east-ayrshire.cylex-uk.co.uk%2Fcompany%2Fm-m-ritchie-ltd-22656138.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Mercedes-Benz of Ayr,High Road ,KA8 0LL,Ayr ,South Ayrshire Scotland,01292 293600,NA,NA,https://www.stratstone.com/dealers/mercedes-benz-of-ayr/,"Car Dealers, Mercedes-Benz dealership, Truck Dealers, Mercedes Dealership, Mercedes Benz MOT","Car Dealers, Mercedes-Benz dealership, Truck Dealers, Mercedes Dealership, Mercedes Benz MOT","Car Dealers, Mercedes-Benz dealership, Truck Dealers, Mercedes Dealership, Mercedes Benz MOT",NA,"Car Dealers, Mercedes-Benz dealership, Truck Dealers, Mercedes Dealership, Mercedes Benz MOT",08:00 - 19:00,08:00 - 19:00,09:00 - 18:00,11:00 - 17:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fmercedes-benz-of-ayr-17175396.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Timpson Mobile Locksmiths - Ayr,117 High Street ,KA7 1QL,Ayr ,South Ayrshire Scotland,01292 737401,NA,NA,www.timpsonlocksmiths.co.uk,uPVC Specialists,uPVC Specialists,uPVC Specialists,NA,uPVC Specialists,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Ftimpson-mobile-locksmiths---ayr-17115392.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Tommy Calder,52 Walker Road ,KA8 9LD,Ayr ,South Ayrshire Scotland,01292 285523,07836 768692,NA,www.tommycalder.co.uk,"Water Leak, uPVC Trims, Frame Alignment, Silicone Sealent","Water Leak, uPVC Trims, Frame Alignment, Silicone Sealent","Water Leak, uPVC Trims, Frame Alignment, Silicone Sealent",NA,"Water Leak, uPVC Trims, Frame Alignment, Silicone Sealent",09:00 - 16:30,09:00 - 16:30,09:00 - 13:30,09:00 - 13:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Ftommy-calder-17046453.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ingram Motoring Group Ltd.,28 Low Rd ,KA8 9SD,Ayr ,South Ayrshire Scotland,01292 269522,01292 877943,01292 610227,www.driveingram.com,"Car Dealers, Official Dealership","Car Dealers, Official Dealership","Car Dealers, Official Dealership","Car Dealers, Official Dealership","Car Dealers, Official Dealership",08:00 - 18:00,08:00 - 18:00,08:30 - 13:00,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fingram-motoring-group-ltd--17258801.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Upvc Door Co,North Harbour Trading Estate ,KA8 8BN,Ayr ,South Ayrshire Scotland,01292 293940,01292 293939,NA,www.upvccompany.co.uk,"Roofline, Canopy, The uPVC Company",NA,"Roofline, Canopy, The uPVC Company",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fupvc-door-co-17046462.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
SKODA AUTO,2 OLD BRIDGE ROAD ,KA8 9SX,Ayr ,South Ayrshire Scotland,01292 294444,01292 877946,01292 877944,www.driveingram.com,Car Dealers,Car Dealers,Car Dealers,NA,Car Dealers,08:00 - 18:00,08:00 - 18:00,09:00 - 17:00,12:00 - 17:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fskoda-auto-19858185.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Weatherseal Holdings,"28, Sandgate ",KA7 1BW,Ayr ,South Ayrshire Scotland,01292 265262,01292 265252,NA,www.weatherseal.co.uk,"Windows Doors and Conservatories, Double Glazing & Windows Installation",NA,"Windows Doors and Conservatories, Double Glazing & Windows Installation",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fweatherseal-holdings-17016656.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
AUTO CARS PRESTWICK LTD,24 Beresford Terrace ,KA7 2EG,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,Car Dealers,NA,Car Dealers,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fauto-cars-prestwick-ltd-24079247.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Highland Country Homes (Scotland) Limited,"NEWARKHILL FARM HOUSE, NEWARK ",KA7 4ED,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,Property Developers,NA,Property Developers,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fhighland-country-homes--scotland--limited-22554787.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Arnold Clark Ayr,"Wheat Park Place, Heathfield Ind. Est",KA8 9RT,Ayr ,South Ayrshire Scotland,01292 272500,01292 272500,NA,www.peugeot.co.uk,Car Dealers,Car Dealers,Car Dealers,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Farnold-clark-ayr-25815538.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Carselect1.Com Ltd.,"LAREVE, 12 AUCHENTRAE CRESCENT ",KA7 4BB,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,NA,NA,"Used Car Dealers, Used Car Sales",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcarselect1-com-ltd--22375446.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Woodside Equestrian Services Limited,31 Donnini Court ,KA7 1JP,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,Equestrian Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fwoodside-equestrian-services-limited-20951246.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Crawfords K9,9A HOLMSTON ROAD ,KA7 3BE,Ayr ,South Ayrshire Scotland,01292 618843,01494 448153,NA,,NA,Animal Specialty Services Except Veterinary,Animal Specialty Services Except Veterinary,NA,Animal Specialty Services Except Veterinary,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcrawfords-k9-17119649.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
BRING IT VEHICLE COLLECTION AND DELIVERY SERVICES LIMITED,90 Longhill Avenue ,KA7 4DF,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,NA,NA,Used Car Dealers,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fbring-it-vehicle-collection-and-delivery-services-limited-24152482.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
CROFT CLASSICS (UK) LIMITED,30 Miller Road ,KA7 2AY,Ayr ,South Ayrshire Scotland,NA,NA,NA,,NA,NA,NA,NA,Used Car Dealers,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcroft-classics--uk--limited-24257899.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Lomond Motors Limited AYR,3 High Thornyflat Wynd ,KA8 0LS,Ayr ,South Ayrshire Scotland,0844 947 3626,NA,NA,www.lookers.co.uk/audi,Audi Dealer,NA,Audi Dealer,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Flomond-motors-limited-ayr-23472034.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Park's Ayr,100 Heathfield Rd ,KA8 9BN,Ayr ,South Ayrshire Scotland,01292 613000,01292 653100,01292 266911,www.parks.uk.com,"Car Dealers, New Car Sales, Volvo Dealers, Services, Sales, Genuine Parts, Volvo Car Sales","Car Dealers, New Car Sales, Volvo Dealers, Services, Sales, Genuine Parts, Volvo Car Sales","Car Dealers, New Car Sales, Volvo Dealers, Services, Sales, Genuine Parts, Volvo Car Sales",NA,NA,09:00 - 19:00,09:00 - 18:00,09:00 - 17:00,11:00 - 17:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fpark%2527s-ayr-17176012.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
