Name,Official Name,Company Number,Jurisdiction,Previous Names,SIC code,Incorporation Date,Company Type,Street,Postal,Locality,Region,Phone,Email2,Mobile,Fax,Website,Email,Products,Service,Keyword,Brands,Service Areas,Contact Person,Contact Phone,Facilities, All Categories present in,Payment Methods,Social Media,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
A Davies,NA,NA,NA,NA,NA,NA,NA,"PANTBRYNHENYDD, GRENIG ROAD ",SA18 1YU,Glanamman ,Carmarthenshire Wales,01269 826279,NA,01269 826279,NA,,NA,NA,NA,"Road Haulage, Haulage, Road Haulage Contractors, Road Haulage Transport, Road Transport, Haulage Contractors, Transportation & Logistics, Road Haulage Companies, Services, Logistics, Transport & Logistics",NA,NA,,NA,NA,"Transportation Glanamman,Ground Transportation Glanamman,Road Haulage & Freight Forwarding Glanamman,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://glanamman.cylex-uk.co.uk/company/a-davies-15530755.html
Birch Tippers & Plant Ltd,Birch Tippers & Plant Ltd,5946556,England/Wales,73 Gelligron Road Pontardawe Swansea SA8 4NP,49410 - Freight transport by road,26-Sep-06,NA,34 James St ,SA8 4LR,Pontardawe ,Neath Port Talbot Wales,01792 864494,NA,07977 595619,NA,birchtippersltd.co.uk,NA,NA,"Plant and machinery for hire, Tipper and plant hire, Tractor and sweeper hire, 8 wheeler tipper hire, 5-15 tonne excavator hire, Demolition and excavation services, 360 degree track excavators, 5 tonnes and 15 tonnes, Service available within a 40 miles radius of Swansea, Small demolitions, Site Clearance, Muck away services, All sites cleared, No matter how awkward, Licensed waste carrier, Road cleaning, Muck Away","Road Haulage, Local Business, Local Services, Workplace & Office, Plant and Tipper Hire",NA,NA,,NA,NA,"Transportation Pontardawe,Ground Transportation Pontardawe,Road Haulage & Freight Forwarding Pontardawe,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,"https://www.facebook.com/Birch-Tippers-and-Plant-Ltd-1403467636594185/timeline/,https://twitter.com/intent/user?screen_name=BirchTippers&original_referer=https%3a%2f%2fpontardawe.cylex-uk.co.uk%2fcompany%2fbirch-tippers---plant-ltd-23795044.html",Licensed Waste Carriers,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/birch-tippers---plant-ltd-23795044.html
Roger Roberts Surveys Limited,NA,NA,NA,NA,NA,NA,NA,18A Station Road ,SA9 1NT,Swansea ,Powys,01639 841426,NA,NA,NA,http://www.rogerroberts.co.uk/,NA,NA,NA,Land Surveyors,NA,NA,,NA,NA,"Business & Professional Services Swansea,Best Surveyors Swansea,Business & Professional Services,Appraisers,Real Estate Appraisers,Business & Professional Services,Surveyors,Business & Professional Services,Land Surveyors",,NA,"Land Surveyor, Estate Agent Valuers",09:00 - 17:00,09:00 - 17:00,09:30 - 11:30,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/roger-roberts-surveys-limited-13576402.html
MARTIN JONES BUILDING & ROOFING LTD,MARTIN JONES BUILDING & ROOFING LTD,8361658,England/Wales,09/09/2016 - MARTIN JONES BUILDING SERVICES LTD,41100 - Development of building projects,15-Jan-13,Private Limited Company,255 Brecon Road ,SA9 1QT,Ystradgynlais ,Neath Port Talbot Wales,01639 841473,NA,7980859586,NA,,NA,Fibreglass,Roofing Services,"Property Developers, Flat Roof, Pitched Roof",NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Roofing Contractors Ystradgynlais,Real Estate,Real Estate Services,Real Estate Developers,Construction & Contractors,Roofing Contractors",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/martin-jones-building---roofing-ltd-23861869.html
Clee Tompkinson & Francis,NA,NA,NA,NA,NA,NA,NA,22 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,01639 844426,NA,NA,NA,www.ctf-uk.com,NA,NA,NA,"Estate Agents, Chartered Surveyors, Auctioneers",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Best Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,https://www.facebook.com/CleeTompkinson,NA,09:00 - 17:30,09:00 - 17:30,09:00 - 13:00,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://ystradgynlais.cylex-uk.co.uk/company/clee-tompkinson---francis-15830603.html
Alun Powell,NA,NA,NA,NA,NA,NA,NA,LLWYNCELYN ,SA19 9NS,Gwynfe ,Carmarthenshire Wales,01550 740681,NA,01550 740681,NA,,NA,NA,NA,"Road Haulage, Haulage, Road Haulage Contractors, Road Haulage Transport, Road Transport, Haulage Contractors, Transportation & Logistics, Road Haulage Companies, Logistics, Transport & Logistics",NA,NA,,NA,NA,"Transportation Gwynfe,Ground Transportation Gwynfe,Road Haulage & Freight Forwarding Gwynfe,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://gwynfe.cylex-uk.co.uk/company/alun-powell-12952509.html
EDWARDS CONTRACTORS (SWANSEA) LIMITED,EDWARDS CONTRACTORS (SWANSEA) LIMITED,8484324,England/Wales,NA,41100 - Development of building projects,11-Apr-13,Private Limited Company,23 Heoleglwys,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Real Estate Developers Ystradgynlais,Real Estate,Real Estate Services,Real Estate Developers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/edwards-contractors--swansea--limited-24342967.html
Clm Groundworks Limited,CLM GROUNDWORKS LIMITED,5479320,England/Wales,23/01/2012 - TURNER & MABE (GROUNDWORKS) LIMITED,41100 - Development of building projects,13-Jun-05,Private Limited Company,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Home Improvement Ystradgynlais,Loft Conversions Ystradgynlais,Construction & Contractors,Home Improvement,Loft Conversions,Real Estate,Real Estate Services,Property & Estate Management,Real Estate,Real Estate Services,Real Estate Developers,Construction & Contractors,Builders",,NA,Building Companies,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/clm-groundworks-limited-21191464.html
JUSTIN JONES (FLOOR SCREEDING) LIMITED,JUSTIN JONES (FLOOR SCREEDING) LIMITED,8528450,England/Wales,NA,41100 - Development of building projects,14-May-13,Private Limited Company,23 Heoleglwys,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Real Estate Developers Ystradgynlais,Real Estate,Real Estate Services,Real Estate Developers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/justin-jones--floor-screeding--limited-24611330.html
M Turner,NA,NA,NA,NA,NA,NA,NA,8 Ffordd Glandwr,SA9 2ER,Swansea ,Swansea Wales,01639 842006,NA,07813 393129,NA,,NA,Fuels,NA,"Coal, Smokeless Fuel Merchants, Coal Merchants, Coal and Smokeless Fuel Merchants and Distributors, Road Haulage, Distributors, Merchants, Smokeless",NA,NA,,NA,NA,"Industry & Manufacturing Swansea,Fuels Swansea,Coal & Smokeless Fuels Swansea,Industry & Manufacturing,Fuels,Coal & Smokeless Fuels",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://swansea.cylex-uk.co.uk/company/m-turner-15655552.html
Dale (Tycroes) Construction Limited,DALE (TYCROES) CONSTRUCTION LIMITED,6585839,England/Wales,NA,41100 - Development of building projects,7-May-08,Private Limited Company,23 HEOLEGLWYS ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Construction & Contractors Ystradgynlais,Home Improvement Ystradgynlais,Loft Conversions Ystradgynlais,Construction & Contractors,Home Improvement,Loft Conversions,Real Estate,Real Estate Services,Property & Estate Management,Real Estate,Real Estate Services,Real Estate Developers,Construction & Contractors,Builders",,NA,Building Companies,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/dale--tycroes--construction-limited-22426336.html
UPS Solutions Logistics,NA,NA,NA,NA,NA,NA,NA,47-49 Commercial Street ,SA9 2HS,Ystalyfera ,Neath Port Talbot Wales,0345 787 7877,custsvcgben@ups.com,NA,NA,www.ups.com,NA,NA,"express, standard, international, ups access point program, ups returns, accepts shipping tickets, Courier, Delivery",NA,NA,NA,,NA,NA,"Transportation Ystalyfera,Shipping Services Ystalyfera,Shipping Companies Ystalyfera,Transportation,Shipping Services,Shipping Companies,Business & Professional Services,Mail & Delivery Services,Couriers & Messengers,Business & Professional Services,Warehousing & Storage,Logistics & Warehousing,Transportation,Ground Transportation,Road Haulage & Freight Forwarding",,"https://www.facebook.com/ups,https://www.youtube.com/user/ups,https://www.linkedin.com/company/ups",NA,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 20:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,https://ystalyfera.cylex-uk.co.uk/company/ups-solutions-logistics-23762367.html
Richard Craig Davies Limited,RICHARD CRAIG DAVIES LIMITED,6942604,England/Wales,23 Heoleglwys Ystradgynlais Swansea SA9 1EY United Kingdom,52243 - Cargo handling for land transport activities,24-Jun-09,Private Limited Company,"4 HIGHLAND CRESCENT, DYFRYN CELLWEN ",SA10 9LF,Dyffryn Cellwen ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Cargo Handling, Land Cargo Handling",NA,NA,,NA,NA,"Transportation Dyffryn Cellwen,Ground Transportation Dyffryn Cellwen,Road Haulage & Freight Forwarding Dyffryn Cellwen,Transportation,Ground Transportation,Road Haulage & Freight Forwarding,Transportation,Transportation Services,Cargo Handling Services",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dyffryn-cellwen.cylex-uk.co.uk/company/richard-craig-davies-limited-21963615.html
Cochrane Opportunity Enterprises (Properties) Limited,COCHRANE OPPORTUNITY ENTERPRISES (PROPERTIES) LIMITED,7048652,England/Wales,22 Heol Eglwys Ystradgynlais Swansea SA9 1EY Wales,68209 - Other letting and operating of own or leased real estate,19-Oct-09,Private Limited Company,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Estate Agents, Real Estate",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/cochrane-opportunity-enterprises--properties--limited-21195410.html
COCHRANE OPPORTUNITY ENTERPRISES LIMITED,COCHRANE OPPORTUNITY ENTERPRISES LIMITED,4567617,England/Wales,NA,68209 - Other letting and operating of own or leased real estate,18-Oct-02,Private Limited Company,23 Heol Eglwys,SA9 1,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Estate Agents, Real Estate",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/cochrane-opportunity-enterprises-limited-25341016.html
Falhaven Limited,FALHAVEN LIMITED,2150197,England/Wales,NA,68209 - Other letting and operating of own or leased real estate,24-Jul-87,Private Limited Company,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,01639 843827,NA,NA,NA,,NA,NA,NA,"Estate Agents, Real Estate",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/falhaven-limited-20372159.html
Open Learning Centre,NA,NA,NA,NA,NA,NA,NA,DERWEN ROAD ,SA9 1HL,Ystradgynlais ,Neath Port Talbot Wales,01639-844030,NA,NA,NA,,NA,NA,NA,"Adult Learning, Continuing Education, Adult Education",NA,NA,,NA,NA,"Education Ystradgynlais,Higher Education Ystradgynlais,Colleges & Universities Ystradgynlais,Education,Higher Education,Colleges & Universities,Community & Government,Childcare,Playgroups & After-School Care",,NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/open-learning-centre-18676065.html
Safestyle Homes Limited,SAFESTYLE HOMES LIMITED,8142615,England/Wales,NA,68209 - Other letting and operating of own or leased real estate,13-Jul-12,Private Limited Company,23 HEOLEGLWYS ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Estate Agents, Real Estate",NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Estate Agents Ystradgynlais,Real Estate,Real Estate Services,Estate Agents",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/safestyle-homes-limited-22817876.html
Keith Whitley Smashing School Of Motoring,NA,NA,NA,NA,NA,NA,NA,"CAN YR AFON, YNYS Y BONT, CRYNANT.",SA9 1QN,Ystradgynlais ,Neath Port Talbot Wales,01639 751024,NA,NA,NA,,NA,NA,Driving Lessons,"Driving Test, Theory Test, Driving Theory Test, Highway Code, Theory Test CD-Roms",NA,NA,,NA,NA,"Education Ystradgynlais,Schools Ystradgynlais,Driving Schools Ystradgynlais,Education,Schools,Driving Schools",,NA,Driving Schools,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/keith-whitley-smashing-school-of-motoring-13718867.html
Paul Burden Driving School,NA,NA,NA,NA,NA,NA,NA,3 Pantyffynnon Rd ,SA9 1EU,Ystradgynlais ,Neath Port Talbot Wales,07825 152930,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,"Cash,Cheque",https://www.facebook.com/ppburden.co.uk,NA,07:30 - 20:30,07:30 - 20:30,09:00 - 14:00,09:00 - 14:00,07:30 - 20:30,07:30 - 20:30,07:30 - 20:30,https://ystradgynlais.cylex-uk.co.uk/company/paul-burden-driving-school-26706212.html
Ysgol Cynlais Primary School,NA,NA,NA,NA,NA,NA,NA,GIEDD ROAD ,SA9 1LQ,Ystradgynlais ,Neath Port Talbot Wales,01639-842338,NA,NA,NA,,NA,NA,NA,"School, Schooling, Educational Institution, Education, Learning, Teaching, Classes, College, Student, Teaching Methods, Grade",NA,NA,,NA,NA,"Education Ystradgynlais,Schools Ystradgynlais,Education,Schools",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ysgol-cynlais-primary-school-18680435.html
Glanrhyd C.P School,NA,NA,NA,NA,NA,NA,NA,WIND ROAD ,SA9 1AH,Ystradgynlais ,Neath Port Talbot Wales,01639 844481,NA,01843 297828,NA,,NA,NA,NA,"School, Schooling, Local Authority Schools, Preparatory School, Children Education, Local Education, Independent Schools, Educational Establishments, Educational Institution, Education, Learning, Teaching, Classes, Student, Teaching Activities, Teaching Methods, Lessons, Teachers, Local Education Authority",NA,NA,,NA,NA,"Education Ystradgynlais,Schools Ystradgynlais,Education,Schools",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/glanrhyd-c-p-school-13725075.html
Kevin Davies School of Motoring,NA,NA,NA,NA,NA,NA,NA,1 Llys Tawel ,SA9 1BL,Ystradgynlais ,Neath Port Talbot Wales,07791 735201,NA,NA,NA,www.kevindaviesdrivinginstructor.co.uk,NA,NA,NA,NA,NA,NA,,NA,NA,,,https://www.facebook.com/Kevin-Davies-School-of-Motoring-363589287065494/about/,NA,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,07:00 - 20:00,https://ystradgynlais.cylex-uk.co.uk/company/kevin-davies-school-of-motoring-26986066.html
Keith J Mccormack,NA,NA,NA,NA,NA,NA,NA,2 Llys Gwynfryn ,SA10 7UB,Neath ,Neath Port Talbot Wales,01639 633543,NA,01639 635977,NA,,NA,NA,"Legal Assistance, Legal Services",NA,NA,NA,,NA,NA,"Legal Services Neath,Solicitors Neath,Legal Services,Solicitors",,NA,Law Firm,NA,NA,NA,NA,NA,NA,NA,https://neath.cylex-uk.co.uk/company/keith-j-mccormack-17971163.html
Arnolds,NA,NA,NA,NA,NA,NA,NA,2 JAMES STREET ,SA8 4LR,Pontardawe ,Neath Port Talbot Wales,01792 863633,NA,01792 775684,NA,,NA,NA,Advocacy,"Law, Barristers, Law Society, Legal Professions",NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,"Solicitors, Lawyer, Legal Adviser",NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/arnolds-15565312.html
S & J BRATTON DEVELOPMENTS LTD,S & J BRATTON DEVELOPMENTS LTD,9787868,England/Wales,NA,41100 - Development of building projects,21-Sep-15,Private Limited Company,2 Weavers Road,SA9 1PQ,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,Property Developers,NA,NA,,NA,NA,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Real Estate Developers Ystradgynlais,Real Estate,Real Estate Services,Real Estate Developers",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/s---j-bratton-developments-ltd-25015803.html
Full Stop Law Ltd,NA,NA,NA,NA,NA,NA,NA,1 James St ,SA8 4LR,Pontardawe ,Neath Port Talbot Wales,01792 865700,NA,0844 209 2343,NA,fullstoplaw.com,NA,NA,NA,NA,NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,Solicitors,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/full-stop-law-ltd-26258406.html
D.r James & Son,NA,NA,NA,NA,NA,NA,NA,3-4 Dynevor Terrace ,SA8 4HY,Pontardawe ,Neath Port Talbot Wales,01792 862334,NA,01792 865736,NA,www.drjamesandson.co.uk,NA,NA,"Civil Litigation ,  Commercial Property Law ,  Consumer Law ,  Property Law ,  Debt and Money Advice ,  Employment Law ,  Family Law ,  Landlord and Tenant - Residential ,  Neighbour Disputes ,  Personal Injury Law ,  Professional Negligence ,  Trust Law ,  Wills and Probate, Legal Advice, Legal Services","Professional Negligence, Consumer Law, Neighbour Disputes, Family Law, Employment Law, Civil Litigation, Property Law, Personal Injury Law, Commercial Property Law, Wills & Probate, Trust Law, Landlord and Tenant Residential, Debt and Money Advice",NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,"Solicitors, Lawyer",09:00 - 17:00,09:00 - 16:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://pontardawe.cylex-uk.co.uk/company/d-r-james---son-13337414.html
John O Morgan Stallard & Co,NA,NA,NA,NA,NA,NA,NA,"3-4 Dynevor Terrace, Perith",SA8 4HY,Pontardawe ,Neath Port Talbot Wales,01792 863184,NA,NA,NA,,NA,NA,Legal Services,NA,NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,"Solicitors, Lawyer",NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/john-o-morgan-stallard---co-18735909.html
Lynn Peter & Partner,NA,NA,NA,NA,NA,NA,NA,21 Holly Street ,SA8 4ET,Pontardawe ,Neath Port Talbot Wales,01792 863633,NA,01792 863693,NA,www.peterlynnandpartners.co.uk,NA,NA,"Agriculture, Benefits and allowances, Children, Clinical negligence, Commercial litigation, Commercial property, Company and commercial, Consumer, Conveyancing - residential, Crime - general, Debt and bankruptcy - personal, Debt recovery, Dispute resolution - civil mediation, Dispute resolution - commercial mediation, Employment, Family - general, Family - mediation, Insolvency and restructuring - business, Landlord and tenant - residential, Licensing gaming and betting, Litigation - general, Personal injury, Private client - Probate, Private client - trusts, Private client - Wills, Professional negligence, Residential Conveyancing, Family Mediation","Child, Company & Commercial, Crime General, Debt and bankruptcy personal, Dispute resolution civil mediation, Dispute resolution commercial mediation, Family general, Insolvency and restructuring business, Landlord and Tenant Residential, Litigation General, Private client Probate, Private client trusts, Private Client Wills",NA,NA,,NA,NA,"Legal Services Pontardawe,Best Solicitors Pontardawe,Legal Services,Solicitors",,"http://www.facebook.com/pages/Peter-Lynn-and-Partners/227120123975750,https://twitter.com/intent/user?screen_name=PeterLynnPtnrs&original_referer=https%3a%2f%2fpontardawe.cylex-uk.co.uk%2fcompany%2flynn-peter---partner-20034125.html,http://www.linkedin.com/company/2443570?trk=tyah",Solicitors,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/lynn-peter---partner-20034125.html
S J Evans & Co,NA,NA,NA,NA,NA,NA,NA,"Cambridge House, 21 Holly St ",SA8 4ET,Pontardawe ,Neath Port Talbot Wales,01792 862500,NA,NA,NA,,NA,NA,Legal Services,NA,NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,"Solicitors, Lawyer",NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/s-j-evans---co-18680658.html
Lowe Legal Services Limited,LOWE LEGAL SERVICES LIMITED,6845051,England/Wales,C/O Langdon House Langdon Road Swansea Waterfront Swansea SA1 8QY Wales,69102 - Solicitors,12-Mar-09,Private Limited Company,4 GROVE ROAD ,SA8 4HH,Pontardawe ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,"Legal Services Pontardawe,Solicitors Pontardawe,Legal Services,Solicitors",,NA,Solicitors,NA,NA,NA,NA,NA,NA,NA,https://pontardawe.cylex-uk.co.uk/company/lowe-legal-services-limited-20570479.html
T Llewellyn Jones,NA,NA,NA,NA,NA,NA,NA,2 Church Pl ,SA11 3LL,Neath ,Neath Port Talbot Wales,01639 643635,NA,01639 632904,NA,tljlaw.co.uk,NA,NA,Legal Services,NA,NA,NA,,NA,NA,"Legal Services Neath,Solicitors Neath,Legal Services,Solicitors",,NA,NA,09:00 - 17:30,09:00 - 17:30,Closed,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://neath.cylex-uk.co.uk/company/t-llewellyn-jones-13572386.html
Graeme John Swansea,NA,NA,NA,NA,NA,NA,NA,5 Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01639 490170,NA,NA,NA,,NA,NA,"Clinical negligence, Commercial litigation, Commercial property, Company and commercial, Conveyancing - residential, Employment, Family - general, Landlord and tenant - residential, Litigation - general, Personal injury, Private client - Probate, Private client - trusts, Private client - Wills, Residential Conveyancing","Company & Commercial, Family general, Landlord and Tenant Residential, Litigation General, Private client Probate, Private client trusts, Private Client Wills",NA,NA,,NA,NA,"Legal Services Ystradgynlais,Solicitors Ystradgynlais,Legal Services,Solicitors",,"https://www.facebook.com/RGS-Accountants-468641403330522/,https://twitter.com/intent/user?screen_name=AccountantsRgs&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fgraeme-john-swansea-23593176.html",Solicitors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/graeme-john-swansea-23593176.html
Roger e l Thomas & Co,NA,NA,NA,NA,NA,NA,NA,22 Station Rd ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,01639 842235,NA,01639 844290,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,"Legal Services Ystradgynlais,Solicitors Ystradgynlais,Legal Services,Solicitors",,NA,Solicitors,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/roger-e-l-thomas---co-15682204.html
Just Gents Hairdressers Limited,JUST GENTS HAIRDRESSERS LIMITED,4674236,England/Wales,NA,96020 - Hairdressing and other beauty treatment,21-Feb-03,Private Limited Company,33 BRECON ROAD ,SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,01639 842073,NA,NA,NA,,NA,NA,NA,"Beauty Salon, Beauty Treatments",NA,NA,,NA,NA,"Beauty & Personal Care Ystradgynlais,Beauty Salons Ystradgynlais,Beauty & Personal Care,Beauty Salons",,NA,Hairdressers,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/just-gents-hairdressers-limited-20516834.html
Davies Berwyn & Co,NA,NA,NA,NA,NA,NA,NA,3A Commercial Street ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,01639 843404,NA,01685 881227,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,"Legal Services Ystradgynlais,Solicitors Ystradgynlais,Legal Services,Solicitors",,NA,Solicitors,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/davies-berwyn---co-15598949.html
Andy Davies Plant Limited,ANDY DAVIES PLANT LIMITED,6674710,England/Wales,85 Brecon Road Ystradgynlais Powys SA9 1HJ,77320 - Renting and leasing of construction and civil engineering machinery and equipment,18-Aug-08,Private Limited Company,85 BRECON ROAD ,SA9 1HJ,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Construction Equipment Hire, Plant Hire",NA,NA,,NA,NA,"Finance Ystradgynlais,Financial Services Ystradgynlais,Accounting & Bookkeeping Ystradgynlais,Finance,Financial Services,Accounting & Bookkeeping,Construction & Contractors,Construction Equipment,Construction Equipment Hire",,NA,Dormant Companies,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/andy-davies-plant-limited-22297322.html
SIOP VAL CYF,SIOP VAL CYF,8709934,Wales,NA,47620 - Retail sale of newspapers and stationery in specialised stores,30-Sep-13,Private Limited Company,114 Station Road ,SA9 1PL,Ystradgynlais ,Neath Port Talbot Wales,NA,NA,NA,NA,,NA,NA,NA,"Newsagents, Stationery Shops",NA,NA,,NA,NA,"Shopping & Retail Ystradgynlais,Retail Shops Ystradgynlais,Newsagents Ystradgynlais,Shopping & Retail,Retail Shops,Newsagents,Shopping & Retail,Stationery Shops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/siop-val-cyf-25071055.html
t l t,NA,NA,NA,NA,NA,NA,NA,160 Brecon Road ,SA9 1QN,Ystradgynlais ,Neath Port Talbot Wales,01639 844255,NA,01639 844255,NA,,NA,NA,NA,"Video Libraries, Cafe, Canteen, Restaurants, Grocers",NA,NA,,NA,NA,"Arts, Entertainment & Nightlife Ystradgynlais,Video & DVD Shops Ystradgynlais,Arts, Entertainment & Nightlife,Video & DVD Shops",,https://www.facebook.com/tltpenrhosstores/about/,NA,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,07:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,https://ystradgynlais.cylex-uk.co.uk/company/t-l-t-15695707.html
